"id","name","value","familiar_cost_points","familiar_grant_points","is_handicap","activation","type","source_line","effect"
"perception-des-energies","Perception des énergies","7000","700","","False","Permanent","Neutre","2418","Le personnage peut à tout moment « enclenché » sa perception des énergies. La couleur de ses iris peut alors changer. Le magicien percevra alors le monde de façon différente. Cet atout lui donne le don de percevoir l'énergie pure. Le magicien qui en est doté voit des brumes colorées scintillantes teintées de la couleur de la magie en question, un peu comme des aurores boréales. Il pourra estimer les stocks d'énergie dans un lieu, percevoir les fortes concentrations d'une énergie, mais il a aura aussi la capacité de voir les mouvements, les variations d'énergie. Si un sort est lancé, il pourra estimer la quantité d'énergie nécessaire pour le lancer, la localisation du lanceur et la nature de l'énergie utilisée (la couleur)."
"perfectionnisme","Perfectionnisme","2000","200","","False","Permanent","Neutre","2419","Permet de retravailler un objet déjà crée de manière à y additionner les réussites de qualité du nouveau jet. Un personnage peut retravailler autant de fois un objet qu’il possède de points de perfectionnisme."
"periple","Périple","500","50","","False","Ephémère","Orientation","2420","Diminue la difficulté de 5 pour un jet de déplacement (avec le moyen de locomotion de prédilection)."
"persecution","Persécution","2000","200","","False","Permanent","Neutre","2421","Cet atout est à choisir avec une race, voir une classe. Il additionne 1 dé à tous les jets pouvant nuire à la cible choisie."
"persistance-magique","Persistance magique","3000","300","","False","Permanent","Neutre","2422","Le magicien peut, en 1 DT, renouveler un sort actif sans faire d’incantation. Ce qui signifie qu’un sort à 3 réussites qui durait 10 minutes sera renouvelé dès le moment ou le magicien utilisera son atout, et repartira pour 10 minutes en conservant ses 3 réussites. Les points d’énergie du sort sont dépensés normalement."
"peur","Peur","700","70","","False","Permanent","Neutre","2423","Le personnage provoque la peur chez les autres. Ceux-ci doivent en sa présence faire un test de volonté pour maîtriser leur peur. Un personnage possédant cet atout s’y voit automatiquement immunisé."
"peur-du-noir","Peur du noir","5000","500","","False","Ephémère","Neutre","2424","Le personnage peut lancer une peur du noir sur une personne par niveau. Celles-ci effectuent alors un test de volonté pour ne pas être apeurées. Celui qui échouera à ce test se sentira mal à l’aise et essayera (au possible) d’aller à un endroit plus éclairer. Cet effet dure 10 minutes par niveau."
"pied-marin","Pied marin","4000","400","","False","Ephémère","Neutre","2425","Avec de l’élan, le personnage peut se déplacer sur de l’eau (ou toute surfaces liquide), d’un nombre de pas égal à son niveau."
"pieds-poilus","Pieds poilus","500","50","","False","Permanent","Neutre","2426","Diminue de 3 la difficulté d’un jet pour se mouvoir silencieusement."
"pisteur-ne","Pisteur né","500","50","","False","Permanent","Neutre","2427","Le personnage possède un sens du pistage aiguisé et diminue la difficulté de tous les jets basés sur le pistage de 3."
"place-a-l-ombre","Place à l’ombre","4000","400","","False","Ephémère","Neutre","2428","Le personnage peut à distance (1m/niveau) éteindre d’un geste de la main une flamme de bougie ou de torche. Cet atout est utilisable une fois par niveau."
"polyvalence","Polyvalence","5000","500","","False","Permanent","Neutre","2429","Le personnage peut désormais choisir ses les atouts de niveaux dans toutes les orientations (les classes et les conditions demeurent restrictives) jusqu’à un niveau égal à son nombre de point en « Polyvalence » + 1. Cet atout compte comme atout à part entière et ne permet de choisir un autre atout lorsqu’on l'acquière. Par exemple, si un guerrier niveau 5 choisit cet atout. Il pourra donc, quand il passera niveau 6, prendre un atout d’artiste niveau 2 (Polyvalence : 1 + 1). Il devra reprendre l’atout « Polyvalence » s’il désire accéder aux atouts de niveau 3 des orientations qui ne sont pas la sienne. Néanmoins, il ne pourra pas choisir l’atout « Musique stimulante » qui est réservé aux bardes car la polyvalence permet juste d’annuler la barrière des orientations."
"possession","Possession","3865","386.5","","False","Ephémère","Neutre","2430","Le personnage peut entrer dans un le corps d’un autre personnage vivant. Celui-ci peut tenter de résister en effectuant un jet de volonté avec une difficulté supplémentaire égale au score détenu par le personnage entrant, en Possession. Une fois entré, le personnage peut rester aussi longtemps qu’il le désire tout en contrôlant les mouvements de son hôte. Il n’a par contre pas accès à ses pensées. Un exorcisme peut faire sortir le personnage de force du corps dans lequel il se trouve."
"potion-d-energie","Potion d'énergie","2000","200","","False","Ephémère","Neutre","2431","Le personnage est capable de confectionner des potions de d'énergie arcanique. Les points restaurés sont égaux au nombre de réussites du jet d'alchimie (diff. 7)."
"potion-de-vitalite","Potion de vitalité","2000","200","","False","Ephémère","Neutre","2432","Le personnage est capable de confectionner des potions de vitalité. Les points restaurés sont égaux au nombre de réussites du jet d'alchimie (diff. 9)."
"pour-la-prime","Pour la prime","2000","200","","False","Permanent","Classe","2433","Additionne le niveau au nombre de dés pour permettant d'obtenir une prime directement. Arrêter un voleur pour une récompense sera considérer comme directe. Se sauver d'un traquenard pour survire (et arrêter un voleur par la suite) sera considéré comme indirect."
"pouvoir-symbolique","Pouvoir symbolique","5000","500","","False","Permanent","Neutre","2434","Lorsque le personnage prend en main un symbole lié à son culte, celui-ci agit sur une distance égale au niveau du personnage. Par exemple un crucifix brûlera un vampire en entrant au contact avec sa peau. Mais si le personnage tenant le crucifix possède cet atout, il brûlera le vampire à un mètre par niveau (depuis le crucifix)."
"precision","Précision","2000","200","","False","Permanent","Classe","2435","Additionne le niveau aux dés lors d’un jet de tir avec l’arme de prédilection."
"pressentiment-de-la-cible","Pressentiment de la cible","11000","1100","","False","Permanent","Neutre","2436","Le personnage à une telle habitude d’être la cible d’attaque qu’il en a développé un sens tout particulier de défense. Sons instinct lui indiquent infailliblement lorsque qu’un projectile, coup, ou autre forme d’agression en viendront à le heurter (même s’il ne peut le voir ou s’il est endormi). Le joueur peut donc choisir l’action de son personnage après avoir été informé qu’un danger le touche."
"production","Production","500","50","","False","Ephémère","Orientation","2437","Diminue la difficulté de 5 pour la construction d’un objet."
"projections-cauchemardesques","Projections cauchemardesques","5000","500","","False","Ephémère","Neutre","2438","En touchant un être, le personnage peut lui faire voir (sous la forme d’un flash) tout le mal que le personnage serait prêt à lui faire. Ces visions durent 1 DT par niveaux."
"protection-divine","Protection divine","2000","200","","False","Ephémère","Neutre","2439","Dévie automatiquement un coup porté. L’utilisation de cet atout doit être décidé juste avant le jet de force de l’adversaire."
"purification-celeste","Purification céleste","525","52.5","","False","Permanent","Neutre","2440","NA"
"race-aquatique","Race aquatique","1485","148.5","","False","Permanent","Neutre","2441","Le personnage peut respirer normalement sous l’eau. Ses jets de nage se ont une difficulté diminuée de 3."
"rage","Rage","4000","400","","False","Ephémère","Neutre","2442","Cet atout permet au personnage d’ignorer tous les malus dus aux coups encaisser, cet état dure un tour (50 DT) par niveau."
"rage-lunaire","Rage lunaire","-1000","","100","True","Permanent","Neutre","2443","Les nuits de pleine lune, le personnage se transforme en Loup-Garou. Il ne contrôle plus ses actions et est pris d’une furie meurtrière. Le lendemain, le personnage, revenu sous sa forme de base (humain ou loup), ne se souvient de rien de ce qu’il a fait et est terriblement fatigué. La rage lunaire est la seule manière, dans un premier temps d’accéder à la forme de Loup-Garou."
"rancune","Rancune","4000","400","","False","Permanent","Neutre","2444","Pendant un combat chaque point de dégât subit est additionné et compte comme dégât automatique lorsque le personnage parvient à toucher celui qu’il l’a blessé."
"rappel-de-l-arme","Rappel de l’arme","4000","400","","False","Permanent","Neutre","2445","L’arme revient automatiquement dans les mains de son possesseur au bon vouloir de celui-ci. Ceci compte pour une action (et dure donc un facteur de vitesse)."
"rappel-du-familier","Rappel du familier","3000","300","","False","Permanent","Neutre","2446","Permet au magicien de rappeler son/ses familier(s) en lui à tout moment. Celui-ci disparaît pour une période choisie par le magicien. Faire entrer ou sortir un familier de soi-même prend un facteur de vitesse."
"recharge-rapide","Recharge rapide","2000","200","","False","Permanent","Neutre","2447","Diminue de 1  DT le temps nécessaire au chargement d’une arme de distance. Ce temps ne peut être inférieur à 1."
"recherche-personnelle","Recherche personnelle","3000","300","","False","Permanent","Neutre","2448","Permet au personnage d’apprendre des connaissances par lui-même, si celui-ci à la possibilité de faire ses propres expériences."
"reconnaissance-du-guerrier","Reconnaissance du guerrier","3000","300","","False","Permanent","Neutre","2449","Lorsque les yeux du personnage croisent ceux d’un autre guerrier, le niveau de celui-ci peut alors lui être révélé."
"reflexes-fulgurants","Réflexes fulgurants","4000","400","","False","Permanent","Neutre","2450","Supprime la difficulté supplémentaire (de +1) lors d’un jet de réflexe. Cet atout peut être choisit à condition de posséder un score en réflexes minimum de 4."
"reflexion","Réflexion","500","50","","False","Ephémère","Orientation","2451","Diminue la difficulté d’un d’intelligence de 5."
"regard-de-braise","Regard de braise","3000","300","","False","Permanent","Neutre","2452","Annule les pénalités dues à une luminosité trop intense ou même au soleil dans les yeux."
"regard-du-guerrier","Regard du guerrier","3000","300","","False","Permanent","Neutre","2453","Le personnage possède un regard de combattant aguerrit et les gens le ressentent, même s’ils ne comprennent pas toujours pourquoi. Les personnages peuvent faire un jet de volonté avec le niveau du guerrier comme difficulté supplémentaire pour ne pas êtres intimidés."
"regeneration-des-membres","Régénération des membres","8000","800","","False","Permanent","Neutre","2454","Le personnage peut régénérer un membre coupé. Le temps de la repousse est de 30 jours moins le niveau du personnage."
"renaissance-celeste","Renaissance céleste","6000","600","","False","Permanent","Neutre","2455","NA"
"repondre-a-l-insulte","Répondre à l’insulte","3000","300","","False","Permanent","Neutre","2456","Le personnage peut s’ajouter son niveau en nombre de dés lorsqu’il frappe sur quelqu’un l’aillant insulté. Les dés gagnés de la sorte peuvent êtres répartis au gré du joueur dans ses aptitudes physiques. Cet état dure jusqu'à ce que l’insolent ait reçu la correction qu’il mérite."
"repos-du-guerrier","Repos du guerrier","2000","200","","False","Permanent","Neutre","2457","Le personnage récupère le double de points de vitalité lors d’une nuit de sommeil."
"repulsion","Répulsion","7000","700","","False","Permanent","Neutre","2458","Le personnage arrive à canaliser son énergie pour la libérer dans une direction bien précise. Généralement c’est de la paume de la main que sors cette force invisible qui repousse les corps. La portée de cette force (comparable à celle d’un vent) est de 1 mètre par niveau du magicien. Tout personnage pris dans la répulsion doit faire un jet de force pour ne pas être repoussé. La difficulté  du jet de force est de 1 par point d’énergie dépensé. Donc si un magicien dépense 7 point d’énergie, la difficulté du jet sera de 7."
"resistance-a-la-chaleur","Résistance à la chaleur","2","0.2","","False","Permanent","Neutre","2459","Le personnage résiste plus aisément à la chaleur. Jet en dessous de la résistance sur D100 pour résister."
"resistance-a-la-fatigue","Résistance à la fatigue","2","0.2","","False","Permanent","Neutre","2460","Le personnage résiste plus aisément à la fatigue. Jet en dessous de la résistance sur D100 pour résister."
"resistance-a-la-fumee","Résistance à la fumée","2","0.2","","False","Permanent","Neutre","2461","Le personnage résiste plus aisément à la fumée. Jet en dessous de la résistance sur D100 pour résister."
"resistance-a-la-magie","Résistance à la magie","2","0.2","","False","Permanent","Neutre","2462","Le personnage résiste plus aisément à la magie. Jet en dessous de la résistance sur D100 pour résister."
"resistance-a-l-alcool","Résistance à l’alcool","2","0.2","","False","Permanent","Neutre","2463","Le personnage résiste plus aisément à l'alcool. Jet en dessous de la résistance sur D100 pour résister."
"resistance-au-feu","Résistance au feu","2","0.2","","False","Permanent","Neutre","2464","Le personnage résiste plus aisément au feu. Jet en dessous de la résistance sur D100 pour résister."
"resistance-au-froid","Résistance au froid","2000","200","","False","Permanent","Neutre","2465","Le personnage résiste plus aisément au froid. Jet en dessous de la résistance sur un D100 pour résister."
"resistance-aux-drogues","Résistance aux drogues","2","0.2","","False","Permanent","Neutre","2466","Le personnage résiste plus aisément aux drogues. Jet en dessous de la résistance sur D100 pour résister."
"resistance-aux-maladies","Résistance aux maladies","2","0.2","","False","Permanent","Neutre","2467","Le personnage résiste plus aisément aux maladies. Jet en dessous de la résistance sur D100 pour résister."
"resistance-aux-poisons","Résistance aux poisons","2","0.2","","False","Permanent","Neutre","2468","Le personnage résiste plus aisément aux poisons. Jet en dessous de la résistance sur D100 pour résister."
"resistance-selective","Résistance sélective","2000","200","","False","Permanent","Neutre","2469","Cet atout permet au personnage de choisir s'il souhaite ou non utiliser sa résistance. Pour choisir cet atout, le personnage doit posséder au minimum une résistance."
"resonance","Résonance","5000","500","","False","Ephémère","Neutre","2470","Le magicien peut utiliser son énergie pour entrer en résonance avec l'un de ses sorts et augmenter la puissance de celui-ci. Moyennant 10 points d'énergie, le personnage peut, en un facteur de vitesse, ajouter une réussite à l'un de ses propre sorts actif lancé précédemment. Si le personnage possède plusieurs points en Résonance, il pourra réitéré son action mais devra à nouveau dépenser l'énergie ainsi que le facteur de vitesse."
"resonance-avancee","Résonance avancée","6000","600","","False","Ephémère","Neutre","2471","En plus de pouvoir utiliser son atout de résonance sur ses propres sorts, le magicien peut l'utiliser sur n'importe quel sort de sa couleur magique peu importe le lanceur dudit sort."
"ressentir-la-magie","Ressentir la magie","2000","200","","False","Permanent","Neutre","2472","Permet au personnage de ressentir le rayonnement de la magie sur un rayon d’un mètre par niveau."
"ressentir-la-trace-du-mal","Ressentir la trace du mal","4000","400","","False","Permanent","Neutre","2473","Permet au personnage de ressentir la présence du mal que se soit une personne, un acte ou autre. Plus le mal est grand, et plus le personnage le  ressentira fort au fond de lui. De plus, le personnage peut ressentir la trace d’un mal ayant été à l’endroit où il se trouve.  Par exemple, un personnage se trouvant là ou un démon à foulé le sol, pourra encore ressentir sa trace. L’importance de cette sensation est fonction du mal en question et du temps écoulé depuis. Le personnage sait si le mal qu’il ressent est dû à un événement passé ou présent."
"ressentir-le-bien","Ressentir le bien","150","15","","False","Permanent","Neutre","2474","Permet au personnage de ressentir la présence du bien, que se soit une personne, un acte ou autre. Plus le bien est grand, et plus le personnage le ressentira fort au fond de lui."
"ressentir-le-magicien","Ressentir le magicien","3000","300","","False","Permanent","Neutre","2475","Permet au magicien de ressentir la présence d’autres magiciens sur une distance d’un mètre par niveau."
"ressentir-le-mal","Ressentir le mal","150","15","","False","Permanent","Neutre","2476","Permet au personnage de ressentir la présence du mal, que se soit une personne, un acte ou autre. Plus le mal est grand, et plus le personnage le  ressentira fort au fond de lui."
"ressentir-l-arme","Ressentir l’arme","3000","300","","False","Permanent","Neutre","2477","Le personnage peut d’instinct ressentir une arme à proximité de lui. Par exemple, si un personnage cache un couteau dans sa botte, il ne saura pas qu’il s’agit d’un couteaux, mais son instinct lui soufflera de se méfier de cette botte. Ceci agit sur un rayon d’un mètre par niveau."
"resurrection","Résurrection","18000","1800","","False","Ephémère","Neutre","2478","Le personnage peut ramener un mort à la vie (comme avec le sort de magie blanche). La mort du sujet, ne doit pas remonter à plus du niveau en minutes de celui qui le ramène."
"retombe-sur-ses-pattes","Retombe sur ses pattes","350","35","","False","Permanent","Neutre","2479","Permet de retomber automatiquement sur ses pattes ou pieds."
"retraite-strategique","Retraite stratégique","2000","200","","False","Permanent","Neutre","2480","Permet à un personnage de diminuer la difficulté d’un jet de fuite de 1."
"rien-a-perdre","Rien à perdre","2000","200","","False","Permanent","Neutre","2481","Le personnage déduit automatiquement son niveau aux malus distribuer lors d’un jet de volonté dans une situation dangereuse."
"robustesse","Robustesse","2000","200","","False","Permanent","Neutre","2482","Donne une résistance de +1C au corps du personnage."
"ruee","Ruée","2000","200","","False","Permanent","Neutre","2483","La charge du personnage inflige un dégât supplémentaire par point dans cet atout."
"sacrifice","Sacrifice","9000","900","","False","Permanent","Neutre","2484","Le personnage peut décider de se sacrifier pour ramener quelqu’un à la vie. Ce personnage ne doit pas être mort depuis plus que d’heure par niveau du personnage qui se sacrifie."
"sacrifice-d-energie","Sacrifice d’énergie","3000","300","","False","Permanent","Neutre","2485","Le magicien peut sacrifier autant de point d’énergie qu’il le souhaite en faisant perdre à un autre magicien (à une distance maximum de 1m/niveau) ce même nombre de points d’énergie."
"sang-froid","Sang-froid","550","55","","False","Permanent","Neutre","2486","Le personnage ne tient compte d'aucun malus d'augmentation de son facteur de volonté."
"sans-forme","Sans forme","7000","700","","False","Ephémère","Neutre","2487","Le personnage peut d’un regard dans les yeux de sa victime effacer sa forme de la mémoire de celle-ci. La cible doit faire un test d’intelligence de difficulté égal au niveau du lanceur pour ne pas oublier. Une personne ayant oublié une forme, ne s’en souviendra que si elle la revoit à nouveau."
"sans-hombre","Sans hombre","3000","300","","False","Ephémère","Neutre","2488","Le personnage peut faire disparaître son hombre pendant une minute par niveau."
"sans-nom","Sans nom","7000","700","","False","Ephémère","Neutre","2489","Le personnage peut d’un regard dans les yeux de sa victime effacer son nom de la mémoire de celle-ci. La cible doit faire un test d’intelligence de difficulté égal au niveau du lanceur pour ne pas oublier. Une personne ayant oublié un nom, ne le retrouvera que si on le lui redit à nouveau."
"sans-reflet","Sans reflet","-200","","20","True","Permanent","Neutre","2490","Le personnage n’a aucun reflet, que ce soit dans l’eau, dans un miroir, ou toute surface réfléchissante."
"sans-visage","Sans visage","7000","700","","False","Ephémère","Neutre","2491","Le personnage peut d’un regard dans les yeux de sa victime effacer son visage de la mémoire de celle-ci. La cible doit faire un test d’intelligence de difficulté égal au niveau du lanceur pour ne pas oublier. Une personne ayant oublié un nom, ne le retrouvera que s’il l’entend à nouveau."
"sante-de-fer","Santé de fer","2000","200","","False","Permanent","Neutre","2492","Chaque fois que le personnage passe un niveau, il ajoute alors son nouveau niveau en « Santé de fer » à ses points de vitalité."
"saut-de-l-ange","Saut de l’ange","3000","300","","False","Ephémère","Neutre","2493","Le personnage peut effectuer un saut d’une hauteur égale à son niveau en mètre."
"savoir-la-magie","Savoir la magie","4000","400","","False","Permanent","Neutre","2494","Permet au magicien d’identifier le type de magie qu’il ressent sur 1 mètre par niveau autour de lui."
"savoir-l-arme","Savoir l’arme","4000","400","","False","Permanent","Neutre","2495","Permet au personnage d’identifier le type d’arme qu’il ressent sur 1 mètre par niveau autour de lui."
"science-de-la-vie","Science de la vie","2000","200","","False","Permanent","Classe","2496","Additionne le niveau du personnage au nombre de dès lancés lors d’un jet d’alchimie."
"science-des-plantes","Science des plantes","0","","","False","Permanent","Classe","2497","Additionne le niveau du personnage au nombre de dès lancés lors d’un jet d’herboristerie."
"secret-des-poignards-volants","Secret des poignards volants","2000","200","","False","Ephémère","Neutre","2498","Le personnage peut faire effectuer une courbe par niveau à un couteau de jet qu’il a lui-même lancé."
"self-controle","Self-contrôle","2000","200","","False","Permanent","Neutre","2499","Le personnage possède la totale maîtrise de ses propres faits et gestes. Lors d’un jet, il peut définir un nombre de réussites maximum qu’il ne dépassera pas."
"sens-de-la-scene","Sens de la scène","2000","200","","False","Permanent","Classe","2500","Additionne le niveau au nombre de dés lors d’un jet de comédie."
"sens-des-affaires","Sens des affaires","500","50","","False","Ephémère","Orientation","2501","Diminue la difficulté de 5 lors d’un jet de commerce."
"sens-du-danger","Sens du danger","4000","400","","False","Permanent","Neutre","2502","Le personnage a l’habitude du danger dans son quotidien. Tant et si bien qu’il arrive à le flairer. Il ajoute donc son niveau en dés lors de jets de perceptions qui pourraient le prévenir d’un danger."
"sens-du-familier","Sens du familier","2000","200","","False","Permanent","Neutre","2503","Le personnage peut choisir un sens par lequel il sera lié à son familier. Par exemple s’il choisit la vue, il verra tout ce que voie son familier."
"sens-en-eveil","Sens en éveil","5000","500","","False","Permanent","Classe","2504","Ajoute le niveau du personnage à ses dès lors d'un jet de perception."
"sens-politique","Sens politique","2000","200","","False","Permanent","Classe","2505","Additionne le niveau au nombre de dés lors d’un jet de politique."
"sentir-la-mort","Sentir la mort","4000","400","","False","Permanent","Neutre","2506","Le personnage à développé la capacité de sentir l’odeur de la mort. Il détecte donc automatiquement la présence de cadavre ainsi que les Mort-Vivants sur un rayon de 3 mètres par niveaux. Il est aussi capable d’indiquer la direction d’où lui viens cette « odeur »."
"sequelles","Séquelles","4000","400","","False","Permanent","Neutre","2507","Les coups portés par le personnage ne peuvent êtres soignés par l'atout ""Régénération""."
"serrer-les-dents","Serrer les dents","3000","300","","False","Ephémère","Neutre","2508","Le personnage peut, une fois par niveau, annuler un jet de force lors d’une frappe qu’il reçoit, ne subissant ainsi que les dégâts automatiques."
"service","Service","500","50","","False","Ephémère","Orientation","2509","Diminue la difficulté de 5 pour un jet de tâches domestiques (dans le domaine de prédilection)."
"servitude","Servitude","2000","200","","False","Permanent","Classe","2510","Additionne le niveau au nombre de dés lorsque le personnage sert son maître. La tâche que le personnage effectue doit être en rapport avec sa condition de domestique."
"seul-contre-tous","Seul contre tous","5000","500","","False","Permanent","Neutre","2511","Le personnage additionne à ses jets de dés, un dé supplémentaire par ennemi qu’il combat en plus du premier."
"silence-de-mort","Silence de mort","5000","500","","False","Ephémère","Neutre","2512","Le personnage crée un silence anormal d’ou aucun son ne pourra s’échapper. Celui-ci s’étend sur un rayon d’un mètre par niveau autour du personnage et dure une minute par niveau. Cet espace insonorisé ne se déplace pas avec le personnage une fois libéré."
"soif-de-sang","Soif de sang","-1000","","100","True","Permanent","Neutre","2513","Le personnage ne peut se nourrir que de sang."
"soleil-petrificateur","Soleil pétrificateur","-5000","","500","True","Permanent","Neutre","2514","Les rayons du soleil change le personnage en pierre. Un personnage ainsi statufié ne reviens pas à son état normal une fois la nuit venue."
"sommeil-leger","Sommeil léger","2000","200","","False","Permanent","Neutre","2515","Annule les malus dus au sommeil d’un personnage, pour les jets de perception."
"son-envoutant","Son envoûtant","2000","200","","False","Permanent","Classe","2516","Additionne le niveau au nombre de dés lorsque le personnage joue de son instrument de prédilection."
"sonar","Sonar","4000","400","","False","Permanent","Neutre","2517","Le personnage est doté d'un sonar lui permettant de se repérer dans l'espace par retour d'ultrasons qu'il émet. Ses jets de reconnaissance lié à son environnement passent par l'ouïe lorsqu'il utilise cet atout."
"sourd","Sourd","-2500","","250","True","Permanent","Neutre","2518","Le personnage est incapable d'entendre."
"souvenir-de-la-bete","Souvenir de la bête","3000","300","","False","Permanent","Neutre","2519","Le personnage arrive à se souvenir de se qu’il a fait les soirs de pleine lune lorsqu’il était changé en Loup-Garou."
"sublimation","Sublimation","3000","300","","False","Ephémère","Neutre","2520","Les objet créés par le personnage (dans son domaine de prédilection) octroient un bonus de +1 en esthétisme à son porteur par points en Sublimation. Un objet offrant un bonus de X doit avoir un minimum de X * 5 réussites lors de sa création (ceci représentant une qualité supérieure). Les points de cet atout peuvent être distribués dans la journée selon la volonté du joueur."
"subtilisation","Subtilisation","2000","200","","False","Permanent","Classe","2521","Additionne son niveau au nombre de dès lorsque le personnage effectue un vol."
"survie","Survie","3000","300","","False","Permanent","Neutre","2522","Le personnage n’accumule des malus de blessure qu’à partir du quart (et non de la moitié) de sa vitalité."
"sus-aux-magiciens","Sus aux magiciens","2000","200","","False","Permanent","Classe","2523","Additionne le niveau au nombre de dés lorsque le personnage nui à un magicien."
"telekinesie","Télékinésie","6000","600","","False","Permanent","Neutre","2524","Le personnage peut soulever et déplacer de la matière solide dans les airs (les liquides et gazeux ne sont donc pas inclus). Pour se faire, le personnage doit s'aider au moins une de ses main et se concentrer sur la cible qu'il souhaite déplacer. La vitesse maximale est égale au niveau du magicien en km/h. Le poids maximal déplacé est de 1kg/niveaux. Enfin, pour mouvoir un objet, le personnage doit l'avoir vu au préalable et celui-ci doit se trouver dans un rayon de 1 m/niv. du personnage. Si un jet est requis au travers d'une manipulation télékinésique, alors l'Intelligence substituera la Force et la Perception remplacera la Dextérité pour les aptitudes. Les compétences restent inchangées."
"telekinesie-avancee","Télékinésie avancée","10000","1000","","False","Permanent","Neutre","2525","Le personnage peut maintenant utiliser sa télékinésie sans forcément devoir utiliser ses mains. Il peut également déplacer la matière quelle qu’elle soit (solide, liquide, gazeux, etc) ce qui signifie que l'atout permet également d'utiliser l'air pour envoyé des déflagrations.  La vitesse maximale des déplacement est égale au niveau en m/s du personnage."
"telekinesie-lourde","Télékinésie lourde","8000","800","","False","Permanent","Neutre","2526","Le poids maximal déplacé par le personnage grace à sa télékinésie est maintenant égale à son niveau en ""Télékinésie lourde"" + 1 kg/niveaux."
"telepathie","Télépathie","600","60","","False","Permanent","Neutre","2527","Le personnage peut entrer en contact avec une personne de par la pensée, il doit pour cela voir cette personne."
"teleportation","Téléportation","6000","600","","False","Ephémère","Neutre","2528","Le personnage peut se téléporter dans un lieu à portée de vue et à 1m de distance par niveau maximum."
"temps-d-arret","Temps d’arrêt","7000","700","","False","Ephémère","Neutre","2529","Le personnage peut se stopper net ou et quand bon lui semble pendant 1 DT/niveau. Pendant se temps il peut entreprendre des action (comme par exemple se rattraper lors d’une chute qu’il peut stopper)."
"tenacite","Ténacité","2000","200","","False","Permanent","Neutre","2530","Donne une résistance de +1E au corps du personnage."
"terreur","Terreur","1050","105","","False","Permanent","Neutre","2531","Le personnage provoque la terreur chez les autres. Ceux-ci doivent, en sa présence, faire un test de volonté avec une difficulté supplémentaire égale au niveau du personnage terrifiant pour maîtriser leur peur. Un personnage possédant cet atout y est automatiquement immunisé ainsi qu’à la Peur."
"tornade-de-coups","Tornade de coups","5000","500","","False","Ephémère","Neutre","2532","Additionne un coup porté par le personnage lorsque celui-ci utilise cet atout (les coups sont tous identiques)."
"totem","Totem","4000","400","","False","Permanent","Neutre","2533","Cet atout est à choisir avec une race animale se rapprochant du personnage. Les animaux de cette race reconnaissent le personnage comme l’un des leurs et ne lui feront aucun mal. Au contraire, s’ils ont la possibilité de l’aider, ils le feront dans la mesure de leurs moyens. Cet atout ne peut être choisit qu’une seule fois et ne peut être combiné avec l’atout « Enfant de l’élément »."
"touche-leger","Touché léger","2000","200","","False","Permanent","Classe","2534","Additionne le niveau au nombre de dés pour toucher quelqu’un sans que celui-ci ne le remarque."
"toujours-sur-soi","Toujours sur soi","7000","700","","False","Permanent","Neutre","2535","Le personnage peut choisir 1 objet qu’il peut faire disparaître et réapparaître à volonté dans sa main. Le poids de cet objet est toujours comptabilisé."
"tour-de-passe-passe","Tour de passe-passe","2000","200","","False","Permanent","Classe","2536","Additionne le niveau au nombre de dés lors d’un tour de passe-passe."
"tranchant","Tranchant","3000","300","","False","Ephémère","Neutre","2537","Les armes tranchantes créés par le personnage inflige un dégât de +1 T. Un objet ayant un bonus de X Tranchant supplémentaire doit avoir un minimum de X * 5 réussites lors de sa création (ceci représente une qualité supérieure). Les points de cet atout peuvent être distribués dans la journée selon la volonté du joueur."
"transfert-de-vision","Transfert de vision","100","10","","False","Permanent","Neutre","2538","NA"
"transfert-spatial","Transfert spatial","9000","900","","False","Permanent","Neutre","2539","Cet atout est à choisir avec un lieu. Dès lors, le magicien peut, en faisant une invocation standard, décider de transférer sa cible dans ce lieu choisit. Le lieu peut être changé par le magicien à tout moment pour autant que celui-ci se trouve dans la nouvelle zone choisie."
"transformation-hybride","Transformation hybride","9000","900","","False","Permanent","Neutre","2540","Le personnage peut se transformer en Loup-Garou quand il le désire. Il ne peut toutefois pas décider de ne pas se transformer les nuits de pleine lune."
"traque","Traque","2000","200","","False","Permanent","Classe","2541","Additionne le niveau au nombre de dés, lors d’un jet de pistage ou autre investigation forestière."
"travail-de-la-peau","Travail de la peau","2000","200","","False","Permanent","Classe","2542","Additionne le niveau au nombre de dès lorsque le personnage effectue un travail de tannerie."
"travail-du-bois","Travail du bois","2000","200","","False","Permanent","Classe","2543","Additionne le niveau au nombre de dés lorsque le personnage fait des travaux de menuiserie."
"travail-du-metal","Travail du métal","2000","200","","False","Permanent","Classe","2544","Additionne le niveau au nombre de dés lorsque le personnage forge."
"travail-du-recipient","Travail du récipient","2000","200","","False","Permanent","Classe","2545","Additionne le niveau au nombre de dés lorsque le personnage fait des travaux de poterie."
"travail-du-textile","Travail du textile","2000","200","","False","Permanent","Classe","2546","Additionne le niveau au nombre de dés lors d’un jet de couture."
"trompe-la-mort","Trompe la mort","3000","300","","False","Ephémère","Neutre","2547","Permet au personnage de simuler un mort. La peau se blanchit, le cœur ralentit et n’est presque plus perceptible, il en va de même pour la respiration. Cet état peut être conservé 10 minutes par niveau."
"trop-facile","Trop facile","2000","200","","False","Permanent","Neutre","2548","Diminue la difficulté d’un sort choisi de 1. Le sort est à définir avec la prise de l'atout et ne peut être changer par la suite."
